problem_id,id,agg_runtime,code,instruction_count

	else printf (""No\n"");

	return 0;

}",3038093.16
p03435,s144912675,0.1076225653,"#include<iostream>

#include<iomanip>

#include<cmath>

#include<cstdio>

#include<cstdlib>

#include<cstring>

#include<algorithm>

#include<set>

#include<map>

#include<queue>

#include<stack>

#include<vector>

#include<cctype>

#define szxb 13

#define F(a,b,c) for(register int (a)=(b);(a)<=(c);(a)++)

#define PDXD(a,b) (!(a-b))

#define PDBXD(a,b) (!(!(a-b)))

#define CON continue;

#define GO goto endreturn;

using namespace std;

int a[szxb][szxb];

int main()

{

	F(i,1,3){F(j,1,3){scanf(""%d"",&a[i][j]);}}

	int a1,a2,a3,b1,b2,b3,c1,c2,c3;

	F(i,0,100){a1=(a[1][1]-i);a2=(a[1][2]-i);a3=(a[1][3]-i);F(j,0,100){b1=(a[2][1]-j);b2=(a[2][2]-j);b3=(a[2][3]-j);if((PDBXD(a1,b1))||(PDBXD(a2,b2))||(PDBXD(a3,b3))){CON;}F(k,0,100){c1=(a[3][1]-k);c2=(a[3][2]-k);c3=(a[3][3]-k);if((PDXD(a1,c1))&&(PDXD(a2,c2))&&(PDXD(a3,c3))){printf(""Yes"");GO;}}}}

	printf(""No"");

	endreturn:return putchar(10),0;

}",3165673.74
p03435,s587830299,0.1067606929,"#include <iostream>

#include <cstdio>

#include <algorithm>

#include <vector>

#include <queue>

#include <set>

#include <map>

using namespace std;

#define int long long

#define rep(i, n) for (int i = 0; i < n; i++)

const int mo = 1e9 + 7;

int d[3][3];

void solve()

{

    rep(i,3)rep(j,3)cin>>d[i][j];

    int a=d[0][2]-d[0][1],b=d[1][2]-d[1][1],c=d[2][2]-d[2][1];

    if(a!=b||b!=c){puts(""No"");return;}

    a=d[0][1]-d[0][0],b=d[1][1]-d[1][0],c=d[2][1]-d[2][0];

    if(a!=b||b!=c){puts(""No"");return;}

    a=d[2][2]-d[1][2],b=d[2][1]-d[1][1],c=d[2][0]-d[1][0];

    if(a!=b||b!=c){puts(""No"");return;}

    a=d[1][2]-d[0][2],b=d[1][1]-d[0][1],c=d[1][0]-d[0][0];

    if(a!=b||b!=c){puts(""No"");return;}

    puts(""Yes"");

}

main()

{

    cin.tie(0);

    ios::sync_with_stdio(0);

    solve();

    return 0;

}",3091833.76
p03435,s527044377,0.1094726055,"#include <bits/stdc++.h>

#define int long long

#define pii pair<int,int>

#define FOR(i,a,b) for(int i=(a);i<(b);++i)

#define REP(i,n) FOR(i,0,n)

#define ALL(c) (c).begin(),(c).end()

#define ZERO(a) memset(a,0,sizeof(a))

#define MINUS(a) memset(a,0xff,sizeof(a))

#define MINF(a) memset(a,0x3f,sizeof(a))

#define POW(n) (1LL<<(n))

#define IN(i,a,b) (a <= i && i <= b)

using namespace std;

template <typename T> inline bool CHMIN(T& a,T b) { if(a>b) { a=b; return 1; } return 0; }

template <typename T> inline bool CHMAX(T& a,T b) { if(a<b) { a=b; return 1; } return 0; }

template <typename T> inline void SORT(T& a) { sort(ALL(a)); }

template <typename T> inline void REV(T& a) { reverse(ALL(a)); }

template <typename T> inline void UNI(T& a) { sort(ALL(a)); a.erase(unique(ALL(a)),a.end()); }

template <typename T> inline T LB(vector<T>& v, T a) { return *lower_bound(ALL(v),a); }

template <typename T> inline int LBP(vector<T>& v, T a) { return lower_bound(ALL(v),a) - v.begin(); }

template <typename T> inline T UB(vector<T>& v, T a) { return *upper_bound(ALL(v),a); }

template <typename T> inline int UBP(vector<T>& v, T a) { return upper_bound(ALL(v),a) - v.begin(); }

template <typename T1, typename T2> ostream& operator<< (ostream& os, const pair<T1,T2>& p) { os << p.first << "" "" << p.second; return os; }

template <typename T1, typename T2> istream& operator>> (istream& is, pair<T1,T2>& p) { is >> p.first >> p.second; return is; }

template <typename T> ostream& operator<< (ostream& os, const vector<T>& v) { REP(i,v.size()) { if (i) os << "" ""; os << v[i]; } return os; }

template <typename T> istream& operator>> (istream& is, vector<T>& v) { for(T& in : v) is >> in; return is; }

template <typename T = int> vector<T> make_v(size_t a) { return vector<T>(a); }

template <typename T, typename... Ts> auto make_v(size_t a, Ts... ts) { return vector<decltype(make_v<T>(ts...))>(a,make_v<T>(ts...)); }

template <typename T, typename V> typename enable_if<is_class<T>::value == 0>::type fill_v(T &t, const V &v) { t = v; }

template <typename T, typename V> typename enable_if<is_class<T>::value != 0>::type fill_v(T &t, const V &v) { for(auto &e : t) fill_v(e,v); }

const int MOD = 1000000007;

const int INF = 0x3f3f3f3f3f3f3f3f;

const double EPS = 1e-10;



signed main() {

  cin.tie(nullptr);

  ios::sync_with_stdio(false);

  cout << fixed << setprecision(10);



  auto c = make_v<int>(3,3);

  cin >> c;

  for (int i = 0; i <= 100; i++) {

    vector<int> b(3);

    for (int j = 0; j < 3; j++) {

      b[j] = c[0][j] - i;

    }

    if (c[1][0] - b[0] != c[1][1] - b[1] || c[1][1] - b[1] != c[1][2] - b[2]) continue;

    if (c[2][0] - b[0] != c[2][1] - b[1] || c[2][1] - b[1] != c[2][2] - b[2]) continue;

    cout << ""Yes"" << endl;

    return 0;

  }

  cout << ""No"" << endl;



  return 0;

}",3114999.16
p02713,s978766310,0.0301493235,"#include<iostream>

using namespace std;



int gcd(int p,int q)

{

    if(q==0) return p;

    return gcd(q,p%q);

}



int main(void)

{

    int k,sum=0,g;

    cin >> k;

    for(int i=1;i<=k;i++)

    {

        for(int j=1;j<=k;j++)

        {

            g = gcd(i,j);

            for(int l=1;l<=k;l++)

            {

                sum+=gcd(g,l);

            }

        }

    }

    cout << sum;

    return 0;

}
",3086285.3
p02713,s257807987,0.0357910233,"#include <bits/stdc++.h>

using namespace std;



main()

{

int A,B,C,D, a[1000],b[1000],c[1000],n,aaa,k,i,r=0,rr=0,d1,dd=0,d2,d3,ck=0,m,j,aa,bb,cc;

//char cr[1000];

//scanf(""%lld"",&n);

//cin>>A>>B>>C>>D;

cin>>n;



for(i=1;i<=n;i++){



        for(j=1;j<=n;j++){



            for(k=1;k<=n;k++){

                aa=i;

                bb=j;

                cc=k;





        int x,y,z;

   // cout<<a[i]<<b[i]<<c[i]<<endl;









    if((aa<bb)&&(aa<cc)){

        x=aa;

    }

    else if((bb<aa)&&(bb<cc)){

        x=bb;

    }

    else{

        x=cc;

    }

  vvv:  if((aa%x==0)&&(bb%x==0)&&(cc%x==0)){

            y=x;



        dd=dd+y;

        x=123456;

    }



   if(x!=123456){

    x=x-1;

   }

    if(x!=123456)goto vvv;







}



}}



  cout<<dd;

//printf(""%lld"",dd);



    return 0;

}",3095367.7
p02713,s803692051,0.0393106846,"#include <bits/stdc++.h>

#define rep(i,n) for(int i=0;i<(int)(n);i++)

using namespace std;

int gcd(int a,int b){

    int GCD=1;

    rep(i,min(a,b)){

        if(a%(i+1)==0 && b%(i+1)==0) GCD=i+1;

    }

    return GCD;

}

int main(){

    int k;

    cin>>k;

    long long ans=0;

    rep(i,k){

        rep(j,k){

            rep(l,k){

                ans+=gcd((i+1),gcd(j+1,l+1));

            }

        }

    }

    cout<<ans;

}",3086409.15
p02713,s669308200,0.0368168524,"#include <bits/stdc++.h>

using namespace std;



int K;



int main() {

    cin>>K;

    long ans=0;

    for (int i=1; i<=K; i++) {

        for (int j=1; j<=K; j++) {

            int codiv;

            for (int k=1; k<=min(i,j); k++) {

                if (i%k==0 && j%k==0) codiv=k;

            }

            for (int k=1; k<=K; k++) {

                int codiv2;

                for (int l=1; l<=min(i,j); l++) {

                    if (k%l==0 && codiv%l==0) codiv2=l;

                }

                ans+=codiv2;

            }

        }

    }

    cout<<ans<<endl;

    return 0;

}
",3088316.7
p02713,s582013712,0.0071479751,"#include<cstdio>

int e(int p,int q)

{

    if(q==0)

        return p;

    return e(q,p%q);

}

int main(void)

{

    int k,sum=0;

    scanf(""%d"" ,&k);

    for(int i=1;i<=k;i++)

        for(int j=1;j<=k;j++)

        {

            int g=e(i,j);

            for(int l=1;l<=k;l++)

                sum+=e(g,l);

        }

    printf(""%d"" ,sum);

    return 0;

}
",3038404.9
p02713,s484360813,0.0288169685,"#include<bits/stdc++.h>

#define MAXN 100010

const long long M = 1000000007;

using namespace std;

long long dp[MAXN];

long long N, K;



int pot(long long a, long long b){

    long long ans = 1;

    while(b){

        if(b&1){

            ans = (ans * a) % M;

        }

        a = (a * a) % M;

        b >>= 1;

    }

    return ans;

}

int main(){

    ios::sync_with_stdio(0);

    cin.tie(0);

    N = 3;

    cin >> K;

    long long ans = 0;

    for(int i = K; i > 0; i--){

        dp[i] = pot(K / i, N);

        for(int j = i+i; j <= K; j += i){

            dp[i] -= dp[j];

        }

        dp[i] = ((dp[i] % M) + M) % M;

        ans += i * dp[i];

        ans %= M;

    }

    

    ans = ((ans % M) + M) % M;

    cout << ans << ""\n"";

    return 0;

}",3095512.45
p02713,s962028926,0.0319443522,"#include <bits/stdc++.h>

#define rep(i,n) for(int i=0;i<(int)(n);i++)

using namespace std;

int gcd(int a,int b){

    if(b==0) return a;

    return gcd(b,a%b);

}

int main(){

    int k;

    cin>>k;

    long long ans=0;

    rep(i,k){

        rep(j,k){

            rep(l,k){

                ans+=gcd((i+1),gcd(j+1,l+1));

            }

        }

    }

    cout<<ans;

}",3086216.8
p02713,s287403489,0.0299600304,"#include <bits/stdc++.h>

using namespace std;



int K;



int main() {

    cin>>K;

    long ans=0;

    for (int i=1; i<=K; i++) {

        for (int j=1; j<=K; j++) {

            int codiv;

            codiv=gcd(i,j);

            for (int k=1; k<=K; k++) {

                int codiv2;

                codiv2=gcd(codiv,k);

                ans+=codiv2;

            }

        }

    }

    cout<<ans<<endl;

    return 0;

}
",3088305.8
p02715,s257531725,0.3490183114,"#include<iostream>

#include<cstdio>

#include<cstring>

using namespace std;

typedef long long ll;

const ll MAXN=1e5+10;

const ll MOD=1e9+7;

ll pri[MAXN],jud[MAXN],phi[MAXN]={0,1},cnt;

ll qpow(ll a,ll b){

    ll res=1,rem=a;

    while(b){

        if(b&1) res=(res*rem)%MOD;

        rem=(rem*rem)%MOD;

        b>>=1;

    }

    return res;

}

void euler(){

    for(ll i=2;i<MAXN;i++){

        if(!jud[i]){

            pri[cnt++]=i;

            phi[i]=(i-1)%MOD;

        }

        for(ll j=0;j<cnt&&i*pri[j]<MAXN;j++){

            jud[i*pri[j]]=1;

            if(i%pri[j]==0){

                phi[i*pri[j]]=phi[i]*pri[j];

                break;

            }

            phi[i*pri[j]]=phi[i]*phi[pri[j]];

        }

    }

}

int main(){

    euler();

    ll n,k;scanf(""%lld %lld"",&n,&k);

    ll res=0;

    for(ll i=1;i<=k;i++) res=(res+qpow(k/i,n)*phi[i])%MOD;

    printf(""%lld\n"",res);

    return 0;

}
",12787024.325
p02715,s941859166,0.3132264038,"#include <bits/stdc++.h>

using namespace std;



#define fi first

#define se second

#define pb push_back

#define sz(a) (int)(a).size()

#define mp(a, b) make_pair((a), (b))

using ll = long long;

using pii = pair<int, int>;

using pll = pair<ll, ll>;

using vi = vector<int>;

using vvi = vector<vi>;

using vll = vector<ll>;

using vvll = vector<vll>;



const ll MOD = 1e9 + 7;

const ll INF = 1e18;

const ll IINF = INT_MAX;



const int N = 1e5 + 5;



vi fac[N];

ll cnt[N];



ll fpow(ll a, ll b) {

    if (b == 0) return 1;

    if (b == 1) return a % MOD;

    ll ret = fpow(a, b / 2);

    ret = (ret * ret) % MOD;

    if (b & 1) ret = (ret * a) % MOD;

    return ret;

}



int main() {

    ios::sync_with_stdio(false);

    cin.tie(0);

    cout.tie(0);

    int n, k;

    cin >> n >> k;



    for (int i = 1; i <= k; i++) {

        for (ll j = 1; j * j <= 1ll * i; j++) {

            if (i % j == 0) {

                fac[i].pb(j);

                if (j != i / j && j != 1) fac[i].pb(i / j);

            }

        }

    }

    

    ll ans = 0;

    for (int i = k; i >= 1; i--) {

        int banyak = k / i;

        cnt[i] = (cnt[i] + fpow(banyak, n)) % MOD; 

        ans = (ans + 1ll * i * cnt[i]) % MOD;

        // cout << i << "": "";

        for (int fa: fac[i]) {

            // cout << fa << ' ' << cnt[fa] << "" | "";

            cnt[fa] = (cnt[fa] - cnt[i] + MOD) % MOD;

            // cout << cnt[fa] << ' ';

        }

        // cout << '\n';

    }

    cout << ans << '\n';

    return 0;

}",
p02715,s154963395,0.3126750355,"#pragma gcc optimize (""O2"")

#pragma gcc optimize (""unroll-loops"")



#include <bits/stdc++.h>





#define fi first

#define se second

#define pb(a) push_back(a)

#define mp(a, b) make_pair(a, b)

#define el '\n'



using namespace std;

using ll = long long;

using pii = pair<int, int>;



const int N = 1e5 + 10;

const ll MOD = 1e9 + 7;



int n, k;

ll cnt[N];

vector<int> fac[N];



ll fpow(ll a, ll b){

    ll ret = 1;

    while (b){

        if (b & 1){

            ret = ret * a % MOD;

        }

        a = a * a % MOD;

        b >>= 1;

    }

    return ret;

}



int main () {

    ios_base::sync_with_stdio(false);

    cin.tie(0);

    cout.tie(0);



    cin >> n >> k;

    for (int i=1;i<=k;i++){

        for (int j=i + i;j<=k;j+=i){

            fac[j].pb(i);

        }

    }

    ll ans = 0;

    for (int i=k;i>=1;i--){

        ll bag = k / i;

        ll temp = fpow(bag, n);

        cnt[i] = (cnt[i] + temp + MOD) % MOD;

        ans = (ans + cnt[i] * i) % MOD;



        for (auto x : fac[i]){

            cnt[x] = (cnt[x] - cnt[i] + MOD) % MOD;

        }

    }

    cout << ans << el;



    return 0;

}",56128111.775
p02715,s841394660,0.3105384136,"#include<bits/stdc++.h>



#define rep(i,n) for(int i = 0; i < (n); i++)

#define rrep(i,n) for(int i = (n)-1; i >= 0; i--)

#define rep1(i,n) for(int i = 1; i <= (n); i++)

#define rrep1(i,n) for(int i = (n); i > 0; i--)



#define ll long long

#define pi pair<int, int>

#define pll pair<ll, ll>



#define MOD 1000000007

#define INF 1000000000000000LL



using namespace std;



#define MAXKN 100001



bool is_prime[MAXKN];



// x^n in mod

ll modpow(ll x, ll n, ll mod){

  if(n==0) return 1;



  if(n%2==0){

    return modpow(x*x%mod, n/2, mod) % mod;

  }else{

    return x * modpow(x, (n-1), mod) % mod;

  }

}



int main(){

  ll n, k;cin>>n>>k;

  rep(i, MAXKN)is_prime[i]=true;

  is_prime[0]=is_prime[1]=false;

  for(int i=2; i<MAXKN; i++){

    for(int j=i*2; j<MAXKN; j+=i)is_prime[j]=false;

  }



  ll no1_count = 0;

  ll result = 0;



  ll one_count = modpow(k, n, MOD);

  vector<ll> counts;

  counts.push_back(0);

  rep1(a, k) counts.push_back( modpow(k/a, n, MOD) );



  rrep1(a, k){

    for(int i=a*2; i<=k; i+=a) counts[a]=(counts[a]-counts[i]+MOD)%MOD;

    result += a*counts[a];

    result %= MOD;

  }



  cout<<result<<endl;



  return 0;

}


",23051928.625
p02715,s767034941,0.086089136,"#include<iostream>

#include<cstdio>

#include<cstring>

using namespace std;

typedef long long ll;

const ll MAXN=1e5+10;

const ll MOD=1e9+7;

ll pri[MAXN],jud[MAXN],phi[MAXN]={0,1},cnt;

ll qpow(ll a,ll b){

    ll res=1,rem=a;

    while(b){

        if(b&1) res=(res*rem)%MOD;

        rem=(rem*rem)%MOD;

        b>>=1;

    }

    return res;

}

void euler(ll len){

    for(ll i=2;i<=len;i++){

        if(!jud[i]){

            pri[cnt++]=i;

            phi[i]=(i-1)%MOD;

        }

        for(ll j=0;j<cnt&&i*pri[j]<=len;j++){

            jud[i*pri[j]]=1;

            if(i%pri[j]==0){

                phi[i*pri[j]]=phi[i]*pri[j];

                break;

            }

            phi[i*pri[j]]=phi[i]*phi[pri[j]];

        }

    }

}

int main(){

    ll n,k;scanf(""%lld %lld"",&n,&k);

    euler(k);

    ll res=0;

    for(ll i=1;i<=k;i++) res=(res+qpow(k/i,n)*phi[i])%MOD;

    printf(""%lld\n"",res);

    return 0;

}
",10821419.3
p02715,s892924260,0.0866984899,"#include<iostream>

#include<cmath>

#include<cstdio>

#include<algorithm>

#include<queue>

#include<cstring>

#define ll long long

using namespace std;



const ll mod=1e9+7;



ll ksm(ll b,ll p)

{

	ll ans=1;

	while(p>0)

    {

        if(p%2==1)

            ans=(ans*b)%mod;

        b=(b*b)%mod;

        p/=2;

    }

    return ans;

}



ll f[500010],anss;



int main()

{

	int n,k;

	cin>>n>>k;

	for(ll i=k;i>=1;i--)

	{

		ll cnt=k/i;

		f[i]=ksm(cnt,n);

		for(ll j=2*i;j<=k;j+=i)

		{

			f[i]=(f[i]+mod-f[j])%mod;

		}

	}

	for(ll i=1;i<=k;i++)

	{

		anss+=f[i]*i;

		anss%=mod;

	}

	cout<<anss;

        return 0;

}",14628079.125
p02715,s526073273,0.0868980658,"//#include <bits/stdc++.h>

#include <iostream>

#include <algorithm>

#include <queue>

using namespace std;

typedef long long ll;

ll n,k,ans;

ll sum[1000005],mod=1000000007ll;

ll pow1(ll x,ll y){

	ll a=1,b=x;while(y){if(y&1)a=(a*b)%mod;b=(b*b)%mod;y>>=1;}return a;

}

int main(){

    cin>>n>>k;

    for(int i=k;i>=1;i--){

		sum[i]=pow1(k/i,n);

		for(int j=2;i*j<=k;j++){

			sum[i]=(sum[i]-sum[i*j]+mod)%mod;

		}

		ans=(ans+i*sum[i])%mod;

	}

	cout<<ans;

	//system(""pause"");

    return 0;

}
",11772871.05
p02715,s333836517,0.0881193505,"#include<bits/stdc++.h>



#define rep(i,n) for(int i = 0; i < (n); i++)

#define rrep(i,n) for(int i = (n)-1; i >= 0; i--)

#define rep1(i,n) for(int i = 1; i <= (n); i++)

#define rrep1(i,n) for(int i = (n); i > 0; i--)



#define ll long long

#define pi pair<int, int>

#define pll pair<ll, ll>



#define MOD 1000000007

#define INF 1000000000000000LL



using namespace std;



#define MAXKN 100001



// x^n in mod

ll modpow(ll x, ll n, ll mod){

  if(n==0) return 1;



  if(n%2==0){

    return modpow(x*x%mod, n/2, mod) % mod;

  }else{

    return x * modpow(x, (n-1), mod) % mod;

  }

}



int main(){

  ll n, k;cin>>n>>k;



  ll result = 0;

  vector<ll> counts(1);

  rep1(a, k) counts.push_back( modpow(k/a, n, MOD) );



  rrep1(a, k){

    for(int i=a*2; i<=k; i+=a) counts[a]=(counts[a]-counts[i]+MOD)%MOD;

    result += a*counts[a];

    result %= MOD;

  }



  cout<<result<<endl;



  return 0;

}


",18507730.425
p02716,s658907149,0.9012636965,"#include <bits/stdc++.h>

using namespace std;



#define trace(...) __f(#__VA_ARGS__, __VA_ARGS__)

template <typename Arg1>

void __f(const char* name, Arg1&& arg1) {

  cerr << name << "" : "" << arg1 << ""\n"";

}

template <typename Arg1, typename... Args>

void __f(const char* na, Arg1&& arg1, Args&&... args) {

  const char* c = strchr(na + 1, ',');

  cerr.write(na, c - na) << "" : "" << arg1 << "" , "";

  __f(c + 1, args...);

}

#define endl ""\n""

#define all(v) v.begin(), v.end()

#define UNIQUE(v) sort(all(v)),v.erase(unique(all(v)),v.end())

typedef long long LL;

typedef pair <int,int> pii;

const double pi = acos(-1.0);

const double eps = 1e-8;

const int mod = 1e9 + 7;

const int inf = 1e9;

const LL INF = 1e16;

const int N = 2e5 + 5;



map <LL,LL> dp[ N ];

int n;

LL a[ N ];



LL solve(int idx, int taken) {

  int need = n/2 - (n - idx + 1)/2;

  if (taken < need) return -INF;

  if (idx >= n) return taken == n/2 ? 0 : -INF;

  if (dp[idx].count(taken)) return dp[idx][taken];

  LL ret = -INF;

  ret = max(ret, solve(idx + 2, taken + 1) + a[idx]);

  ret = max(ret, solve(idx + 1, taken));

  return dp[idx][taken] = ret;

}

int main() {

  ios_base::sync_with_stdio(false);

  cin.tie(0); cout.tie(0);

  #ifdef LOCAL

    freopen(""input.txt"", ""r"", stdin);

  #endif // LOCAL

  cin >> n;

  for (int i = 0; i < n; i++) cin >> a[i];

  cout << solve(0, 0) << endl;

  return 0;

}
",6313387.06
p02716,s007828020,0.898884894,"#include<bits/stdc++.h>

using namespace std;

#define ll long long

#define rep(i,a,b) for(int i=a;i<=b;i++)

#define per(i,a,b) for(int i=a;i>=b;i--)

#define mset(s,_) memset(s,_,sizeof s)

#define fi first

#define se second

#define pb push_back



template<typename T>

void chmax(T &a,T b){

  if(a<b)a=b;

}



map<int,ll>dp[200010];

ll a[200010],n;



ll dfs(int num,int k){

	if(k<=0) return 0;

  if(num==n&&k==1) return a[num];

  if(k>(n-num)/2+1) return -1e18;

	if(dp[num].count(k)) return dp[num][k];

	if((n-num+1)&1){

		 return dp[num][k]=max(dfs(num+2,k-1)+a[num],max(dfs(num+3,k-1)+a[num+1],dfs(num+4,k-1)+a[num+2]));

	}

	else {

		return dp[num][k]=max(dfs(num+2,k-1)+a[num],dfs(num+3,k-1)+a[num+1]);

	}

}



int main(){

	cin>>n;

	rep(i,1,n) cin>>a[i];

	a[1+n]=-1e18;

	a[2+n]=-1e18;

	a[3+n]=-1e18;

	cout<<dfs(1,n/2)<<'\n';

}



	

	

	",6320169.1
p02716,s340411861,0.4808595543,"#include <bits/stdc++.h>

const int INF = 1e9;

const int MOD = 1e9+7;

const long long LINF = 1e18;

#define dump(x)  cout << 'x' << ' = ' << (x) << ` `;

#define FOR(i,a,b) for(int i=(a);i<(b);++i)

#define rep(i,n) for(int i=0;i<(n);++i)

#define REPR(i,n) for(int i=n;i>=0;i--)

#define FOREACH(x,a) for(auto& (x) : (a) )

typedef long long ll;

using namespace std;

typedef pair<ll, ll> P;



template<typename T>

void print(const vector<T> &x) {

    int n = x.size();

    rep(i,n) {

        cout << x[i];

        if (i!=n-1) cout<<"" "";

        else cout << endl;

    }

}



template<typename T>

void print(const vector<vector<T>> &x) {

    int n = x.size();

    rep(i,n) {

        rep(j,x[i].size()) {

            cout << x[i][j] << "" "";

        }

        cout << endl;

    }

}



template<typename T>

void print(const vector<T> &x, int n) {

    rep(i,n) {

        cout << x[i];

        if (i!=n-1) cout<<"" "";

        else cout << endl;

    }

}



template<typename T>

void print(const vector<vector<T>> &x, int n, int m) {

    rep(i,n) {

        rep(j,m) {

            cout << x[i][j] << "" "";

        }

        cout << endl;

    }

}



template<class T> inline bool chmax(T& a, T b) { if (a < b) { a = b; return 1; } return 0; }

template<class T> inline bool chmin(T& a, T b) { if (a > b) { a = b; return 1; } return 0; }



void input_init() {

    cin.tie(0); ios::sync_with_stdio(false);

}



ll sol_even(int n, const vector<ll> &a) {

    ll dp[200200][2];

    rep(i,200200) rep(j,2) dp[i][j] = -LINF;

    dp[0][0] = a[0];

    dp[1][1] = a[1];

    rep(i,n) {

        if (i+2 < n) chmax(dp[i+2][0], dp[i][0]+a[i+2]);

        if (i+3 < n) chmax(dp[i+3][1], dp[i][0]+a[i+3]);

        if (i+2 < n) chmax(dp[i+2][1], dp[i][1]+a[i+2]);

    }



    return max(dp[n-2][0], dp[n-1][1]);

}



ll dp[200200][3][2];

ll sol_odd(int n, const vector<ll> &a) {

    rep(i,200200) rep(j,3) rep(k,2) dp[i][j][k] = -LINF;

    dp[0][0][0] = a[0];

    dp[1][1][0] = a[1];

    dp[2][2][0] = a[2];

    rep(i,n) {

        if (i+2 < n && i+2 != n-1) chmax(dp[i+2][0][0], dp[i][0][0]+a[i+2]);

        if (i+3 < n) chmax(dp[i+3][1][0], dp[i][0][0]+a[i+3]);

        if (i+4 < n) chmax(dp[i+4][0][1], dp[i][0][0]+a[i+4]);

        if (i+3 < n) chmax(dp[i+3][2][0], dp[i][1][0]+a[i+3]);

        if (i+2 < n) chmax(dp[i+2][1][0], dp[i][1][0]+a[i+2]);

        if (i+2 < n) chmax(dp[i+2][2][0], dp[i][2][0]+a[i+2]);

        if (i+2 < n) chmax(dp[i+2][0][1], dp[i][0][1]+a[i+2]);

    }

    return max({dp[n-3][0][0], dp[n-2][1][0], dp[n-1][2][0], dp[n-1][0][1]});

}



int main(int argc, char const *argv[]) {

    int n; cin>>n;

    vector<ll> a(n);

    rep(i,n) cin>>a[i];

    if (n%2) cout << sol_odd(n,a) << '\n';

    else cout << sol_even(n,a) << '\n';



    return 0;

}",4075821.48
p02716,s333217806,0.442513889,"#include<bits/stdc++.h>

using namespace std;

#define MN 200005

#define LL long long

#define mp make_pair

#define fir first

#define sec second

#define pii pair<int,int>

inline void chkmax(int &a,int b){if(a<b)a=b;}

inline void chkmin(int &a,int b){if(a>b)a=b;}

inline int read(){

	   int a=0,fh=1;char c=getchar();

	   while(c>'9'||c<'0'){if(c=='-')fh=-1;c=getchar();}

	   while('0'<=c&&c<='9'){

		   a=a*10+c-48;

		   c=getchar();

	   }

	   return a*fh;

}

LL n,a[MN],f[MN][3];

int main(){

	n=read();

	for(int i=1;i<=n;++i){

		a[i]=read();

	}

	if(n%2==0){

		LL tmp=0,tmp1=0;

		for(int i=2;i<=n;i+=2)tmp+=a[i];

		for(int i=1;i<=n;i+=2)tmp1+=a[i];

		tmp=max(tmp,tmp1);

		memset(f,-0x3f,sizeof(f));

		f[1][0]=a[1];f[1][1]=0;

		f[0][0]=0;

		f[2][1]=a[2];f[2][2]=0;

		for(int i=3;i<=n;++i){

			f[i][0]=f[i-2][0]+a[i];

			f[i][1]=f[i-3][0]+a[i];

			f[i][1]=max(f[i][1],f[i-2][1]+a[i]);

			f[i][2]=max(f[i-2][2]+a[i],f[i-3][1]+a[i]);

		}

		printf(""%lld\n"",max(f[n][1],max(f[n][0],tmp)));

	}

	else{

		LL tmp=0;

		for(int i=2;i<=n;i+=2)tmp+=a[i];

		memset(f,-0x3f,sizeof(f));

		f[1][0]=a[1];f[1][1]=0;

		f[0][0]=0;

		f[2][1]=a[2];f[2][2]=0;

		for(int i=3;i<=n;++i){

			f[i][0]=f[i-2][0]+a[i];

			f[i][1]=f[i-3][0]+a[i];

			f[i][1]=max(f[i][1],f[i-2][1]+a[i]);

			f[i][2]=max(f[i-2][2]+a[i],f[i-3][1]+a[i]);

		}

		tmp=max(tmp,f[n-1][1]);tmp=max(tmp,f[n-1][0]);

		printf(""%lld\n"",max(f[n][1],max(tmp,f[n][2])));

	}

	return 0;

}",3611651.14
p02716,s994448054,0.0734895842,"#include<iostream>

#include<cstdio>

#include<string.h>

#include<stdlib.h>

#include<algorithm>

#include <map>

#include <math.h>

#include <vector>

#include <queue>

#include <stack>

#include <list>

#include <limits.h>

#include <string>

#include<functional>

#include <set>

#include <utility>

#include <iomanip>

#include <string>

#define INF 1<<30

#define MO 1000000007

#define MI 998244353

#define ll long long

#define woo 140737488355327

using namespace std;

int a[2100010];ll dp[2100001][3];

int main()

{

    int n;scanf(""%d"",&n);

    for(int i=0;i<n;i++)

      scanf(""%d"",&a[i]);

    ll ans;

    if(n%2==0)

    {

    dp[0][0]=a[0];dp[0][1]=a[1];

    for(int i=2;i<n;i+=2)

    {

        dp[i/2][0]=dp[i/2-1][0]+a[i];

        dp[i/2][1]=max(dp[i/2-1][0]+a[i+1],dp[i/2-1][1]+a[i+1]);

    }

    ans=max(dp[n/2-1][0],dp[n/2-1][1]);

    }

    else

    {

    dp[0][0]=a[0];dp[0][1]=a[1];dp[0][2]=a[2];

    for(int i=1;i<n/2;i++)

    {

        dp[i][0]=dp[i-1][0]+a[i*2];

        dp[i][1]=max(dp[i-1][0]+a[i*2+1],dp[i-1][1]+a[i*2+1]);

        dp[i][2]=max(max(dp[i-1][0]+a[i*2+2],dp[i-1][1]+a[i*2+2]),dp[i-1][2]+a[i*2+2]);

    }

    ans=max(dp[n/2-1][0],max(dp[n/2-1][1],dp[n/2-1][2]));

    }

    printf(""%lld\n"",ans);

}


",3102316.2
